Loan_ID,Client_ID,Relationship_Manager,Loan_Type,Loan_Amount_EUR,Outstanding_Balance_EUR,Utilization_Rate_Pct,Interest_Rate_Pct,Origination_Date,Maturity_Date,Months_To_Maturity,Sector,Region,Credit_Rating,Days_Past_Due,Risk_Flag,KYC_Last_Review_Date,KYC_Status,Products_Used,Cross_Sell_Score
CORP0377_L1,CORP0377,RM_A,Revolving Credit,32860000.0,22434600.0,68.66,2.59,2022-03-25,2023-03-20,-34,Manufacturing,Auvergne-Rhône-Alpes,AAA,0,Performing,2024-09-20,Valid,"Revolving_Credit,Trade_Finance",60
CORP0324_L1,CORP0324,RM_C,Revolving Credit,41130000.0,18853000.0,24.8,7.4,2022-04-09,2024-03-29,-22,Retail,Occitanie,AA,0,Performing,2024-03-15,Expiring Soon,"FX_Hedging,Term_Loan,Revolving_Credit,Trade_Finance",20
CORP0059_L2,CORP0059,RM_D,Term Loan,3620000.0,1888100.0,0.0,4.45,2023-10-22,2030-09-15,57,Transportation,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2024-07-31,Valid,"FX_Hedging,Trade_Finance,Cash_Management",40
CORP0500_L3,CORP0500,RM_D,Term Loan,16420000.0,16072100.0,0.0,4.51,2024-07-02,2025-06-27,-6,Healthcare,Nouvelle-Aquitaine,BBB,0,Performing,2023-09-13,Expired,"Cash_Management,Term_Loan,Revolving_Credit,Trade_Finance",20
CORP0062_L2,CORP0062,RM_D,Term Loan,38000000.0,19031600.0,0.0,3.96,2023-08-16,2028-07-20,31,Real Estate,Hauts-de-France,BBB,0,Performing,2024-10-22,Valid,"Trade_Finance,Term_Loan,Cash_Management,Revolving_Credit",20
CORP0298_L1,CORP0298,RM_D,Term Loan,5450000.0,4950900.0,0.0,2.59,2022-04-06,2026-03-16,2,Manufacturing,Occitanie,BBB,0,Performing,2023-02-04,Expired,"Term_Loan,FX_Hedging,Trade_Finance,Revolving_Credit",20
CORP0250_L1,CORP0250,RM_C,Term Loan,860000.0,821900.0,0.0,5.0,2022-01-16,2026-12-21,12,Real Estate,Occitanie,CCC,18,Watch List,2024-04-10,Valid,Cash_Management,80
CORP0414_L2,CORP0414,RM_B,Term Loan,10700000.0,8387700.0,0.0,8.13,2022-10-06,2026-09-15,8,Technology,Auvergne-Rhône-Alpes,BB,0,Performing,2025-04-05,Valid,Trade_Finance,80
CORP0313_L3,CORP0313,RM_D,Term Loan,30020000.0,24926200.0,0.0,7.2,2022-04-07,2023-04-02,-34,Real Estate,Île-de-France,AA,0,Performing,2023-08-21,Expired,Term_Loan,80
CORP0179_L2,CORP0179,RM_D,Term Loan,28110000.0,14480600.0,0.0,7.68,2022-09-22,2023-09-17,-28,Energy,Île-de-France,BBB,0,Performing,2024-08-20,Valid,"FX_Hedging,Cash_Management,Trade_Finance,Revolving_Credit",20
CORP0277_L3,CORP0277,RM_B,Term Loan,23480000.0,18217600.0,0.0,3.18,2024-07-12,2027-06-27,18,Healthcare,Nouvelle-Aquitaine,BBB,0,Performing,2023-08-25,Expired,FX_Hedging,80
CORP0077_L3,CORP0077,RM_C,Revolving Credit,25130000.0,12460900.0,41.38,5.11,2025-06-15,2026-06-10,5,Real Estate,Occitanie,A,0,Performing,2024-10-11,Valid,"Cash_Management,FX_Hedging,Revolving_Credit",40
CORP0172_L3,CORP0172,RM_D,Revolving Credit,2640000.0,2228800.0,22.18,5.59,2022-09-07,2024-08-27,-17,Transportation,Occitanie,BB,0,Performing,2025-09-03,Valid,"Term_Loan,Cash_Management,FX_Hedging",40
CORP0037_L1,CORP0037,RM_A,Revolving Credit,29840000.0,17772200.0,44.43,7.17,2024-07-31,2031-06-25,67,Technology,Provence-Alpes-Côte d'Azur,B,0,Performing,2025-03-19,Valid,"Term_Loan,FX_Hedging,Cash_Management",40
CORP0167_L1,CORP0167,RM_C,Term Loan,12240000.0,7926100.0,0.0,2.94,2024-07-29,2028-07-08,31,Real Estate,Provence-Alpes-Côte d'Azur,BB,3,Grace Period,2025-08-26,Valid,"FX_Hedging,Term_Loan,Revolving_Credit",40
CORP0300_L2,CORP0300,RM_E,Term Loan,44580000.0,21708900.0,0.0,4.74,2022-04-12,2026-03-22,3,Real Estate,Île-de-France,B,0,Performing,2024-08-09,Valid,"Trade_Finance,Revolving_Credit",60
CORP0235_L3,CORP0235,RM_C,Term Loan,31790000.0,31323800.0,0.0,6.65,2024-07-24,2027-07-09,18,Real Estate,Hauts-de-France,CCC,0,Performing,2023-04-15,Expired,"Cash_Management,Revolving_Credit,Trade_Finance,FX_Hedging",20
CORP0031_L2,CORP0031,RM_B,Term Loan,6000000.0,4075900.0,0.0,3.82,2023-05-09,2025-04-28,-8,Real Estate,Hauts-de-France,AA,0,Performing,2023-02-13,Expired,Revolving_Credit,80
CORP0152_L3,CORP0152,RM_C,Term Loan,39580000.0,30983200.0,0.0,5.82,2022-04-08,2024-03-28,-22,Real Estate,Auvergne-Rhône-Alpes,A,0,Performing,2024-02-24,Expiring Soon,Term_Loan,80
CORP0118_L1,CORP0118,RM_E,Revolving Credit,42920000.0,29766200.0,54.71,2.59,2024-06-25,2029-05-30,41,Retail,Occitanie,BB,0,Performing,2023-03-06,Expired,"Revolving_Credit,Trade_Finance",60
CORP0220_L3,CORP0220,RM_C,Term Loan,12770000.0,8435200.0,0.0,7.98,2024-06-13,2029-05-18,41,Transportation,Nouvelle-Aquitaine,CCC,1,Grace Period,2025-03-27,Valid,"FX_Hedging,Term_Loan,Revolving_Credit",40
CORP0460_L1,CORP0460,RM_A,Revolving Credit,49020000.0,20786200.0,22.52,5.69,2023-01-22,2029-12-16,48,Technology,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2024-01-18,Expiring Soon,"Term_Loan,Trade_Finance",60
CORP0246_L3,CORP0246,RM_C,Term Loan,22900000.0,12464600.0,0.0,4.94,2022-07-26,2023-07-21,-30,Retail,Île-de-France,A,0,Performing,2023-01-11,Expired,"Revolving_Credit,Trade_Finance,FX_Hedging,Term_Loan",20
CORP0112_L1,CORP0112,RM_B,Revolving Credit,15140000.0,11939200.0,42.86,6.72,2025-03-10,2026-03-05,2,Transportation,Île-de-France,BBB,0,Performing,2025-02-06,Valid,Trade_Finance,80
CORP0440_L3,CORP0440,RM_A,Term Loan,48830000.0,33119300.0,0.0,7.24,2024-12-02,2031-10-27,71,Transportation,Occitanie,B,0,Performing,2025-07-27,Valid,"Revolving_Credit,Term_Loan,Cash_Management,FX_Hedging",20
CORP0190_L3,CORP0190,RM_C,Revolving Credit,35340000.0,14164900.0,71.81,5.69,2022-03-07,2023-03-02,-35,Real Estate,Hauts-de-France,A,0,Performing,2023-08-19,Expired,"Term_Loan,Cash_Management",60
CORP0152_L2,CORP0152,RM_C,Revolving Credit,35050000.0,26900900.0,26.07,7.79,2022-06-21,2024-06-10,-19,Real Estate,Auvergne-Rhône-Alpes,A,0,Performing,2024-02-24,Expiring Soon,Term_Loan,80
CORP0377_L1,CORP0377,RM_A,Revolving Credit,44450000.0,20739500.0,47.42,3.55,2023-08-25,2027-08-04,19,Manufacturing,Auvergne-Rhône-Alpes,AAA,0,Performing,2024-09-20,Valid,"Revolving_Credit,Trade_Finance",60
CORP0287_L3,CORP0287,RM_E,Term Loan,28260000.0,24420700.0,0.0,3.18,2024-12-02,2027-11-17,23,Real Estate,Occitanie,BBB,0,Performing,2025-11-30,Valid,"Term_Loan,Trade_Finance",60
CORP0245_L3,CORP0245,RM_D,Term Loan,37780000.0,32359800.0,0.0,5.52,2023-11-25,2026-11-09,10,Transportation,Île-de-France,BB,59,Medium Risk,2024-12-03,Valid,"Term_Loan,FX_Hedging,Revolving_Credit",40
CORP0217_L2,CORP0217,RM_E,Term Loan,3640000.0,2210000.0,0.0,3.24,2022-12-21,2027-11-25,23,Manufacturing,Provence-Alpes-Côte d'Azur,A,0,Performing,2024-10-14,Valid,"FX_Hedging,Term_Loan,Revolving_Credit,Cash_Management",20
CORP0364_L3,CORP0364,RM_C,Revolving Credit,22870000.0,14199700.0,90.57,2.89,2021-12-03,2028-10-27,34,Manufacturing,Occitanie,BB,0,Performing,2024-03-23,Valid,"Term_Loan,Trade_Finance,FX_Hedging",40
CORP0457_L2,CORP0457,RM_C,Term Loan,4470000.0,4196300.0,0.0,4.16,2024-01-30,2025-01-24,-12,Energy,Île-de-France,BBB,0,Performing,2023-05-29,Expired,"Cash_Management,Trade_Finance,Term_Loan",40
CORP0357_L1,CORP0357,RM_A,Revolving Credit,7950000.0,4154300.0,92.72,5.75,2022-03-07,2023-03-02,-35,Energy,Nouvelle-Aquitaine,BB,0,Performing,2025-10-20,Valid,"Trade_Finance,Cash_Management,FX_Hedging",40
CORP0068_L2,CORP0068,RM_C,Revolving Credit,21300000.0,17947900.0,21.65,7.31,2025-07-30,2028-07-14,31,Energy,Île-de-France,A,0,Performing,2025-08-01,Valid,Term_Loan,80
CORP0428_L3,CORP0428,RM_A,Revolving Credit,20880000.0,12646500.0,69.94,5.68,2022-01-27,2025-01-11,-12,Energy,Provence-Alpes-Côte d'Azur,A,0,Performing,2023-10-20,Expired,Revolving_Credit,80
CORP0281_L2,CORP0281,RM_A,Revolving Credit,15550000.0,7451100.0,37.01,4.73,2023-12-24,2025-12-13,-1,Real Estate,Île-de-France,BB,0,Performing,2023-08-28,Expired,"Revolving_Credit,Term_Loan",60
CORP0148_L1,CORP0148,RM_A,Term Loan,17980000.0,12110500.0,0.0,6.77,2024-10-06,2029-09-10,45,Energy,Auvergne-Rhône-Alpes,BBB,67,Medium Risk,2023-11-28,Expired,Cash_Management,80
CORP0147_L1,CORP0147,RM_A,Term Loan,42050000.0,34300800.0,0.0,3.2,2021-12-17,2023-12-07,-25,Transportation,Occitanie,CCC,0,Performing,2024-03-20,Valid,"Term_Loan,Revolving_Credit,FX_Hedging",40
CORP0163_L3,CORP0163,RM_C,Term Loan,22320000.0,13878600.0,0.0,6.49,2024-07-18,2029-06-22,42,Transportation,Provence-Alpes-Côte d'Azur,A,0,Performing,2025-01-09,Valid,FX_Hedging,80
CORP0177_L1,CORP0177,RM_A,Revolving Credit,22700000.0,22365800.0,21.87,8.09,2022-09-15,2025-08-30,-4,Technology,Nouvelle-Aquitaine,BBB,0,Performing,2023-01-06,Expired,Cash_Management,80
CORP0394_L1,CORP0394,RM_D,Revolving Credit,46430000.0,22919300.0,72.91,5.34,2022-08-20,2027-07-25,19,Energy,Occitanie,BBB,0,Performing,2024-12-28,Valid,"Revolving_Credit,FX_Hedging,Trade_Finance",40
CORP0149_L3,CORP0149,RM_E,Term Loan,40080000.0,33552000.0,0.0,6.89,2023-03-21,2026-03-05,2,Retail,Occitanie,CCC,0,Performing,2025-10-27,Valid,"Term_Loan,Revolving_Credit,Trade_Finance",40
CORP0461_L1,CORP0461,RM_C,Term Loan,34060000.0,16012500.0,0.0,3.82,2025-07-23,2029-07-02,42,Real Estate,Occitanie,BB,0,Performing,2023-04-15,Expired,"Revolving_Credit,Term_Loan,Trade_Finance,Cash_Management",20
CORP0183_L1,CORP0183,RM_C,Revolving Credit,3220000.0,2527000.0,90.17,4.17,2022-06-05,2027-05-10,16,Manufacturing,Auvergne-Rhône-Alpes,BBB,0,Performing,2023-02-02,Expired,"Trade_Finance,Term_Loan",60
CORP0012_L1,CORP0012,RM_E,Revolving Credit,34010000.0,33145300.0,43.83,6.13,2022-10-29,2026-10-08,9,Energy,Occitanie,BBB,0,Performing,2024-09-26,Valid,"FX_Hedging,Trade_Finance",60
CORP0484_L1,CORP0484,RM_E,Revolving Credit,20180000.0,16740900.0,20.91,4.57,2023-04-20,2026-04-04,3,Transportation,Provence-Alpes-Côte d'Azur,B,0,Performing,2023-10-15,Expired,"FX_Hedging,Cash_Management",60
CORP0158_L2,CORP0158,RM_E,Term Loan,11180000.0,10427400.0,0.0,7.33,2023-05-14,2027-04-23,16,Real Estate,Auvergne-Rhône-Alpes,BBB,0,Performing,2023-12-25,Expiring Soon,Trade_Finance,80
CORP0497_L2,CORP0497,RM_B,Revolving Credit,7410000.0,5574600.0,55.6,7.71,2025-03-19,2027-03-09,14,Technology,Provence-Alpes-Côte d'Azur,B,0,Performing,2023-08-04,Expired,Revolving_Credit,80
CORP0172_L1,CORP0172,RM_D,Revolving Credit,4880000.0,3150900.0,54.66,5.91,2024-03-01,2028-02-09,26,Transportation,Occitanie,BB,0,Performing,2025-09-03,Valid,"Term_Loan,Cash_Management,FX_Hedging",40
CORP0469_L1,CORP0469,RM_A,Term Loan,9710000.0,6108200.0,0.0,7.46,2022-08-04,2026-07-14,6,Manufacturing,Occitanie,BBB,0,Performing,2025-12-19,Valid,FX_Hedging,80
CORP0428_L3,CORP0428,RM_A,Revolving Credit,24960000.0,21064100.0,31.55,4.3,2024-06-09,2025-06-04,-7,Energy,Provence-Alpes-Côte d'Azur,A,0,Performing,2023-10-20,Expired,Revolving_Credit,80
CORP0328_L3,CORP0328,RM_C,Revolving Credit,6650000.0,5317000.0,88.01,6.37,2024-01-31,2028-01-10,25,Manufacturing,Hauts-de-France,BBB,0,Performing,2025-09-25,Valid,"FX_Hedging,Revolving_Credit,Trade_Finance,Term_Loan",20
CORP0015_L1,CORP0015,RM_C,Revolving Credit,24910000.0,24471000.0,56.04,5.12,2022-05-04,2029-03-28,39,Healthcare,Provence-Alpes-Côte d'Azur,AA,0,Performing,2023-07-13,Expired,"Trade_Finance,Term_Loan",60
CORP0133_L3,CORP0133,RM_D,Revolving Credit,48730000.0,43416900.0,21.32,4.06,2023-08-09,2028-07-13,31,Energy,Auvergne-Rhône-Alpes,BBB,0,Performing,2024-08-23,Valid,"Term_Loan,Cash_Management,Trade_Finance",40
CORP0298_L1,CORP0298,RM_D,Term Loan,16320000.0,15128500.0,0.0,4.14,2024-12-08,2027-11-23,23,Manufacturing,Occitanie,BBB,0,Performing,2023-02-04,Expired,"Term_Loan,FX_Hedging,Trade_Finance,Revolving_Credit",20
CORP0215_L3,CORP0215,RM_C,Revolving Credit,2910000.0,1673200.0,77.48,3.6,2022-02-11,2023-02-06,-35,Retail,Hauts-de-France,AA,0,Performing,2024-04-08,Valid,FX_Hedging,80
CORP0049_L3,CORP0049,RM_D,Term Loan,27410000.0,25312200.0,0.0,6.63,2024-01-04,2026-12-19,12,Financial Services,Île-de-France,B,0,Performing,2024-11-25,Valid,"Term_Loan,Trade_Finance,FX_Hedging",40
CORP0050_L3,CORP0050,RM_B,Revolving Credit,41250000.0,16819200.0,56.37,4.54,2022-10-16,2025-09-30,-3,Real Estate,Hauts-de-France,BBB,0,Performing,2025-07-29,Valid,"FX_Hedging,Cash_Management,Trade_Finance",40
CORP0467_L1,CORP0467,RM_C,Term Loan,11280000.0,7918900.0,0.0,7.49,2024-08-22,2029-07-27,43,Real Estate,Nouvelle-Aquitaine,AA,0,Performing,2024-09-19,Valid,"Trade_Finance,Revolving_Credit,Term_Loan,FX_Hedging",20
CORP0270_L3,CORP0270,RM_D,Term Loan,21160000.0,20093900.0,0.0,5.38,2025-01-16,2027-01-06,12,Technology,Hauts-de-France,A,33,Watch List,2024-09-14,Valid,"Revolving_Credit,Trade_Finance,Term_Loan",40
CORP0160_L3,CORP0160,RM_D,Revolving Credit,7380000.0,4908900.0,45.65,6.76,2022-05-07,2027-04-11,15,Real Estate,Provence-Alpes-Côte d'Azur,A,0,Performing,2023-09-12,Expired,Cash_Management,80
CORP0015_L3,CORP0015,RM_C,Term Loan,11510000.0,10521200.0,0.0,3.25,2024-11-24,2031-10-19,70,Healthcare,Provence-Alpes-Côte d'Azur,AA,0,Performing,2023-07-13,Expired,"Trade_Finance,Term_Loan",60
CORP0067_L1,CORP0067,RM_C,Revolving Credit,34700000.0,30203500.0,76.8,2.76,2025-04-05,2026-03-31,3,Real Estate,Occitanie,BB,0,Performing,2023-08-09,Expired,"Term_Loan,Trade_Finance,FX_Hedging",40
CORP0056_L1,CORP0056,RM_B,Term Loan,23720000.0,22418200.0,0.0,2.56,2025-06-15,2026-06-10,5,Transportation,Hauts-de-France,BB,0,Performing,2023-10-25,Expired,"Trade_Finance,Revolving_Credit,Term_Loan,Cash_Management",20
CORP0050_L1,CORP0050,RM_B,Term Loan,29590000.0,15387200.0,0.0,3.37,2021-12-08,2024-11-22,-14,Real Estate,Hauts-de-France,BBB,0,Performing,2025-07-29,Valid,"FX_Hedging,Cash_Management,Trade_Finance",40
CORP0383_L2,CORP0383,RM_D,Revolving Credit,17930000.0,16371600.0,25.13,7.42,2022-04-05,2024-03-25,-22,Technology,Auvergne-Rhône-Alpes,A,0,Performing,2023-01-08,Expired,"FX_Hedging,Term_Loan",60
CORP0391_L1,CORP0391,RM_B,Term Loan,35930000.0,35159600.0,0.0,6.85,2024-09-25,2029-08-30,44,Transportation,Auvergne-Rhône-Alpes,A,0,Performing,2024-12-21,Valid,"Term_Loan,FX_Hedging,Trade_Finance",40
CORP0474_L1,CORP0474,RM_C,Revolving Credit,18640000.0,14047600.0,33.56,4.63,2023-03-26,2030-02-17,50,Technology,Auvergne-Rhône-Alpes,AA,7,Grace Period,2023-08-24,Expired,FX_Hedging,80
CORP0195_L2,CORP0195,RM_A,Term Loan,25960000.0,16732400.0,0.0,5.62,2023-12-08,2024-12-02,-13,Manufacturing,Auvergne-Rhône-Alpes,BB,0,Performing,2025-09-25,Valid,"Cash_Management,Trade_Finance,FX_Hedging",40
CORP0254_L2,CORP0254,RM_C,Revolving Credit,28080000.0,11916200.0,41.27,6.1,2023-11-10,2027-10-20,22,Real Estate,Hauts-de-France,AA,0,Performing,2025-05-04,Valid,FX_Hedging,80
CORP0160_L3,CORP0160,RM_D,Revolving Credit,11680000.0,7526200.0,87.11,7.31,2023-04-19,2025-04-08,-9,Real Estate,Provence-Alpes-Côte d'Azur,A,2,Grace Period,2023-09-12,Expired,Cash_Management,80
CORP0481_L3,CORP0481,RM_A,Revolving Credit,9380000.0,9372800.0,52.85,6.45,2022-12-10,2029-11-03,47,Transportation,Occitanie,BBB,0,Performing,2025-10-29,Valid,"Revolving_Credit,Term_Loan,Cash_Management,Trade_Finance",20
CORP0044_L1,CORP0044,RM_C,Term Loan,20040000.0,16373100.0,0.0,8.37,2025-02-15,2032-01-10,73,Manufacturing,Provence-Alpes-Côte d'Azur,BB,23,Watch List,2023-08-29,Expired,"Cash_Management,Revolving_Credit",60
CORP0034_L2,CORP0034,RM_C,Term Loan,17260000.0,13065400.0,0.0,5.05,2023-06-07,2024-06-01,-19,Technology,Auvergne-Rhône-Alpes,BBB,0,Performing,2025-07-24,Valid,Trade_Finance,80
CORP0256_L2,CORP0256,RM_E,Revolving Credit,37940000.0,33409600.0,65.24,4.93,2023-06-15,2026-05-30,5,Energy,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2023-02-08,Expired,"Term_Loan,Trade_Finance,FX_Hedging,Revolving_Credit",20
CORP0249_L3,CORP0249,RM_B,Revolving Credit,7800000.0,5247700.0,37.31,8.15,2025-01-04,2027-12-20,24,Energy,Auvergne-Rhône-Alpes,BBB,0,Performing,2024-07-29,Valid,Cash_Management,80
CORP0016_L1,CORP0016,RM_C,Term Loan,41600000.0,29073400.0,0.0,6.58,2025-07-19,2027-07-09,18,Financial Services,Provence-Alpes-Côte d'Azur,CCC,0,Performing,2024-12-19,Valid,Cash_Management,80
CORP0079_L2,CORP0079,RM_E,Term Loan,38130000.0,30376200.0,0.0,3.71,2022-10-13,2026-09-22,9,Energy,Occitanie,BB,0,Performing,2023-04-19,Expired,"Trade_Finance,Term_Loan,FX_Hedging,Revolving_Credit",20
CORP0339_L2,CORP0339,RM_C,Revolving Credit,25490000.0,18492000.0,77.3,8.44,2022-08-31,2027-08-05,19,Financial Services,Auvergne-Rhône-Alpes,A,0,Performing,2024-06-06,Valid,Cash_Management,80
CORP0451_L1,CORP0451,RM_A,Revolving Credit,22780000.0,20769100.0,33.27,6.46,2023-03-20,2027-02-27,14,Financial Services,Provence-Alpes-Côte d'Azur,BB,0,Performing,2025-11-09,Valid,Term_Loan,80
CORP0400_L2,CORP0400,RM_E,Term Loan,24830000.0,11935600.0,0.0,5.91,2023-07-08,2027-06-17,18,Manufacturing,Occitanie,BB,0,Performing,2024-09-14,Valid,"Trade_Finance,Term_Loan",60
CORP0252_L3,CORP0252,RM_C,Revolving Credit,24060000.0,21957400.0,57.1,8.33,2022-11-09,2023-11-04,-26,Energy,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2024-09-23,Valid,"Revolving_Credit,Trade_Finance",60
CORP0316_L3,CORP0316,RM_A,Revolving Credit,38440000.0,21936300.0,29.61,4.7,2025-05-09,2026-05-04,4,Manufacturing,Nouvelle-Aquitaine,BB,0,Performing,2025-01-17,Valid,"FX_Hedging,Revolving_Credit",60
CORP0415_L3,CORP0415,RM_D,Term Loan,38380000.0,29748000.0,0.0,8.45,2023-07-25,2024-07-19,-18,Manufacturing,Provence-Alpes-Côte d'Azur,A,0,Performing,2025-02-20,Valid,"Cash_Management,Term_Loan,Trade_Finance",40
CORP0211_L2,CORP0211,RM_D,Term Loan,33230000.0,18228900.0,0.0,7.96,2022-01-23,2025-01-07,-12,Manufacturing,Occitanie,BBB,0,Performing,2023-09-03,Expired,Revolving_Credit,80
CORP0034_L2,CORP0034,RM_C,Term Loan,17210000.0,7087500.0,0.0,7.68,2023-11-14,2024-11-08,-14,Technology,Auvergne-Rhône-Alpes,BBB,0,Performing,2025-07-24,Valid,Trade_Finance,80
CORP0291_L3,CORP0291,RM_D,Revolving Credit,13700000.0,11200800.0,48.33,4.84,2022-05-26,2023-05-21,-32,Retail,Provence-Alpes-Côte d'Azur,B,11,Grace Period,2024-04-16,Valid,"FX_Hedging,Revolving_Credit",60
CORP0294_L1,CORP0294,RM_E,Revolving Credit,5450000.0,4387600.0,77.37,4.54,2023-10-24,2027-10-03,21,Retail,Hauts-de-France,BBB,0,Performing,2024-02-20,Expiring Soon,Cash_Management,80
CORP0315_L2,CORP0315,RM_D,Revolving Credit,48490000.0,25266000.0,60.19,4.22,2022-02-18,2023-02-13,-35,Manufacturing,Provence-Alpes-Côte d'Azur,A,0,Performing,2024-04-14,Valid,Term_Loan,80
CORP0025_L2,CORP0025,RM_D,Revolving Credit,40330000.0,31245400.0,27.11,4.52,2025-03-07,2032-01-30,74,Technology,Île-de-France,BBB,0,Performing,2023-08-31,Expired,"Term_Loan,FX_Hedging,Trade_Finance,Revolving_Credit",20
CORP0035_L3,CORP0035,RM_A,Revolving Credit,21640000.0,13165600.0,57.85,4.3,2025-04-07,2032-03-01,75,Retail,Hauts-de-France,AA,0,Performing,2024-10-09,Valid,"Revolving_Credit,Cash_Management,Term_Loan",40
CORP0340_L3,CORP0340,RM_B,Revolving Credit,10400000.0,6670400.0,77.26,3.58,2022-03-12,2027-02-14,14,Technology,Nouvelle-Aquitaine,AA,0,Performing,2024-04-03,Valid,"Trade_Finance,Term_Loan",60
CORP0010_L3,CORP0010,RM_C,Term Loan,29050000.0,15331800.0,0.0,5.7,2023-01-28,2026-01-12,0,Healthcare,Occitanie,AA,2,Grace Period,2024-03-15,Expiring Soon,"Trade_Finance,FX_Hedging",60
CORP0315_L2,CORP0315,RM_D,Term Loan,26350000.0,16299200.0,0.0,6.61,2024-11-13,2026-11-03,10,Manufacturing,Provence-Alpes-Côte d'Azur,A,0,Performing,2024-04-14,Valid,Term_Loan,80
CORP0154_L2,CORP0154,RM_E,Revolving Credit,16270000.0,14612600.0,50.93,7.44,2025-05-03,2032-03-27,76,Real Estate,Auvergne-Rhône-Alpes,AA,0,Performing,2023-07-23,Expired,Cash_Management,80
CORP0331_L1,CORP0331,RM_C,Revolving Credit,34500000.0,18687900.0,22.08,7.28,2024-05-11,2025-05-06,-8,Healthcare,Hauts-de-France,BBB,0,Performing,2025-01-09,Valid,"Cash_Management,FX_Hedging,Trade_Finance",40
CORP0159_L2,CORP0159,RM_D,Revolving Credit,28210000.0,18666000.0,40.45,2.67,2022-01-26,2023-01-21,-36,Transportation,Île-de-France,AAA,0,Performing,2025-07-13,Valid,"FX_Hedging,Trade_Finance,Cash_Management",40
CORP0405_L2,CORP0405,RM_E,Term Loan,32390000.0,13776700.0,0.0,7.88,2022-12-21,2023-12-16,-25,Manufacturing,Hauts-de-France,BB,0,Performing,2025-02-08,Valid,Cash_Management,80
CORP0161_L3,CORP0161,RM_D,Revolving Credit,43430000.0,40839200.0,86.43,4.88,2023-06-01,2026-05-16,4,Technology,Hauts-de-France,BB,0,Performing,2023-12-09,Expired,Trade_Finance,80
CORP0430_L3,CORP0430,RM_B,Term Loan,12180000.0,9044700.0,0.0,7.47,2022-11-22,2023-11-17,-26,Manufacturing,Auvergne-Rhône-Alpes,BBB,0,Performing,2025-12-02,Valid,"Cash_Management,FX_Hedging",60
CORP0487_L3,CORP0487,RM_C,Revolving Credit,25070000.0,11385500.0,43.51,7.49,2022-05-02,2023-04-27,-33,Healthcare,Auvergne-Rhône-Alpes,BBB,0,Performing,2025-07-20,Valid,"Revolving_Credit,Term_Loan",60
CORP0378_L2,CORP0378,RM_A,Term Loan,46810000.0,24847000.0,0.0,4.15,2025-02-05,2027-01-26,13,Real Estate,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2024-07-07,Valid,Term_Loan,80
CORP0210_L2,CORP0210,RM_D,Term Loan,24770000.0,15476900.0,0.0,5.35,2025-01-23,2028-01-08,24,Healthcare,Auvergne-Rhône-Alpes,AAA,0,Performing,2023-11-25,Expired,"FX_Hedging,Revolving_Credit,Cash_Management,Term_Loan",20
CORP0127_L2,CORP0127,RM_D,Term Loan,18470000.0,15319100.0,0.0,7.93,2023-12-20,2024-12-14,-13,Healthcare,Auvergne-Rhône-Alpes,CCC,0,Performing,2023-12-01,Expired,Trade_Finance,80
CORP0018_L3,CORP0018,RM_A,Term Loan,34690000.0,30294100.0,0.0,4.36,2024-05-09,2027-04-24,16,Retail,Occitanie,AA,0,Performing,2023-12-07,Expired,"Revolving_Credit,Term_Loan,Trade_Finance",40
CORP0491_L3,CORP0491,RM_E,Revolving Credit,45210000.0,36672000.0,49.14,7.96,2022-09-12,2024-09-01,-16,Real Estate,Auvergne-Rhône-Alpes,AA,13,Grace Period,2023-02-19,Expired,"Trade_Finance,FX_Hedging",60
CORP0202_L2,CORP0202,RM_E,Revolving Credit,4970000.0,4441300.0,86.77,8.0,2024-05-17,2027-05-02,16,Retail,Nouvelle-Aquitaine,BB,0,Performing,2025-01-26,Valid,Revolving_Credit,80
CORP0324_L2,CORP0324,RM_C,Revolving Credit,39570000.0,22334200.0,50.97,7.55,2025-03-31,2029-03-10,39,Retail,Occitanie,AA,0,Performing,2024-03-15,Expiring Soon,"FX_Hedging,Term_Loan,Revolving_Credit,Trade_Finance",20
CORP0368_L2,CORP0368,RM_D,Term Loan,41310000.0,33836600.0,0.0,6.11,2022-11-10,2023-11-05,-26,Real Estate,Auvergne-Rhône-Alpes,BBB,0,Performing,2025-08-19,Valid,"Cash_Management,Term_Loan",60
CORP0417_L3,CORP0417,RM_E,Revolving Credit,22940000.0,9552500.0,67.26,7.25,2025-05-28,2032-04-21,77,Manufacturing,Hauts-de-France,BBB,0,Performing,2025-05-28,Valid,FX_Hedging,80
CORP0070_L1,CORP0070,RM_D,Revolving Credit,10400000.0,6066600.0,38.72,6.78,2022-06-20,2023-06-15,-31,Retail,Auvergne-Rhône-Alpes,BB,0,Performing,2023-11-25,Expired,"FX_Hedging,Term_Loan",60
CORP0394_L3,CORP0394,RM_D,Term Loan,42420000.0,34421800.0,0.0,6.91,2023-11-27,2027-11-06,22,Energy,Occitanie,BBB,0,Performing,2024-12-28,Valid,"Revolving_Credit,FX_Hedging,Trade_Finance",40
